ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
42684,Joel Greenshields,M,20.0,193.0,80.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Mens 4 x 100 metres Freestyle Relay,NoMedal
6901,Emmanuel McDonald Bailey,M,31.0,180.0,65.0,Great Britain,GBR,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Mens 200 metres,NoMedal
53700,Jasmina Jankovi,F,29.0,170.0,77.0,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Womens Handball,NoMedal
30619,Rodica Dunca Kszegi,F,15.0,158.0,43.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Womens Team AllAround,Silver
122384,Maki Tsuji,F,28.0,162.0,58.0,Japan,JPN,2014 Winter,2014,Winter,Sochi,Speed Skating,Speed Skating Womens 500 metres,NoMedal
103237,Alphonse Ruckstuhl,M,46.0,175.0,70.0,Switzerland,SUI,1948 Summer,1948,Summer,London,Fencing,Fencing Mens Sabre Team,NoMedal
20699,Omero Chiesa,M,24.0,175.0,70.0,Italy,ITA,1924 Summer,1924,Summer,Paris,Modern Pentathlon,Modern Pentathlon Mens Individual,NoMedal
21532,Rosella Cicognani,F,20.0,158.0,49.0,Italy,ITA,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Womens Balance Beam,NoMedal
98724,Luis Gregorio Ramos Mision,M,23.0,180.0,74.0,Spain,ESP,1976 Summer,1976,Summer,Montreal,Canoeing,Canoeing Mens Kayak Fours 1000 metres,Silver
4664,Moussa Aouanouk,M,28.0,173.0,62.0,Algeria,ALG,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Mens 20 kilometres Walk,NoMedal
25814,James E Jim Day,M,30.0,180.0,77.0,Canada,CAN,1976 Summer,1976,Summer,Montreal,Equestrianism,Equestrianism Mixed ThreeDay Event Individual,NoMedal
89963,Stacy Otieno Awour,F,25.0,167.0,71.0,Kenya,KEN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Womens Rugby Sevens,NoMedal
90671,Yuliya Vladimirovna Pakhalina,F,26.0,155.0,47.0,Russia,RUS,2004 Summer,2004,Summer,Athina,Diving,Diving Womens Springboard,Bronze
11059,Hansjrg Hans Bettembourg,M,28.0,172.0,93.0,Sweden,SWE,1972 Summer,1972,Summer,Munich,Weightlifting,Weightlifting Mens MiddleHeavyweight,Bronze
73369,Eduardo Avelino Magaa Poot,M,20.0,169.0,68.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Archery,Archery Mens Team,NoMedal
5469,Noriko Asano,F,17.0,158.0,57.0,Japan,JPN,1972 Summer,1972,Summer,Munich,Swimming,Swimming Womens 100 metres Butterfly,NoMedal
124276,Luc Van de Vondel,M,23.0,180.0,69.0,Belgium,BEL,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
8793,Bruce Robert Baumgartner,M,27.0,188.0,130.0,United States,USA,1988 Summer,1988,Summer,Seoul,Wrestling,Wrestling Mens SuperHeavyweight Freestyle,Silver
12207,Albert Blattmann,M,19.0,175.0,70.0,Switzerland,SUI,1924 Summer,1924,Summer,Paris,Cycling,Cycling Mens Road Race Individual,NoMedal
35572,Morris Bud Fisher,M,32.0,175.0,70.0,United States,USA,1924 Summer,1924,Summer,Paris,Shooting,Shooting Mens Free Rifle 400 600 and 800 metres Team,Gold
12397,Joaqun Blume Carreras,M,19.0,175.0,70.0,Spain,ESP,1952 Summer,1952,Summer,Helsinki,Gymnastics,Gymnastics Mens Horse Vault,NoMedal
56032,Sjoerd Joustra,M,32.0,175.0,70.0,Netherlands,NED,1948 Summer,1948,Summer,London,Art Competitions,Art Competitions Mixed Architecture Unknown Event,NoMedal
43356,Henryk Jerzy Gruth,M,22.0,182.0,90.0,Poland,POL,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Mens Ice Hockey,NoMedal
85930,Gizela Niedurny Zygado,F,25.0,152.0,47.0,Poland,POL,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Womens Uneven Bars,NoMedal
11270,Lisa Louise Bianchini Wadstrm,F,68.0,175.0,70.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Art Competitions,Art Competitions Mixed Painting Paintings,NoMedal
74836,Angelo Marciani,M,28.0,175.0,70.0,Italy,ITA,1956 Summer,1956,Summer,Melbourne,Water Polo,Water Polo Mens Water Polo,NoMedal
39028,Terrence Steven Terry Gathercole,M,24.0,177.0,76.0,Australia,AUS,1960 Summer,1960,Summer,Roma,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
13548,Filip Borlovan,M,26.0,175.0,70.0,Romania,ROU,1936 Summer,1936,Summer,Berlin,Wrestling,Wrestling Mens Lightweight GrecoRoman,NoMedal
135076,Franz Xaver Zinner,M,25.0,175.0,70.0,Germany,GER,1928 Summer,1928,Summer,Amsterdam,Weightlifting,Weightlifting Mens Middleweight,NoMedal
112005,Jan Willem Willy Sluiter,M,63.0,175.0,70.0,Netherlands,NED,1936 Summer,1936,Summer,Berlin,Art Competitions,Art Competitions Mixed Painting Unknown Event,NoMedal
109521,Aleksandr Nikolayevich Shemarov,M,29.0,182.0,96.0,Belarus,BLR,2004 Summer,2004,Summer,Athina,Wrestling,Wrestling Mens Heavyweight Freestyle,NoMedal
118536,Margarita Tapia Garca,F,27.0,161.0,50.0,Mexico,MEX,2004 Summer,2004,Summer,Athina,Athletics,Athletics Womens Marathon,NoMedal
13831,Marjolijn Both,F,20.0,169.0,57.0,Netherlands,NED,1992 Summer,1992,Summer,Barcelona,Synchronized Swimming,Synchronized Swimming Womens Duet,NoMedal
1326,Michael Kofi Mike Ahey,M,28.0,196.0,72.0,Ghana,GHA,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Mens 100 metres,NoMedal
65123,Gheorghe Kurgheleasvili,M,25.0,162.0,60.0,Moldova,MDA,2000 Summer,2000,Summer,Sydney,Judo,Judo Mens ExtraLightweight,NoMedal
131345,Ren Wolff,M,26.0,179.0,75.0,Germany,GER,2004 Summer,2004,Summer,Athina,Cycling,Cycling Mens Team Sprint,Gold
28063,Manuela Di Centa,F,25.0,164.0,55.0,Italy,ITA,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Womens 10 kilometres,NoMedal
99317,Ghulam Raziq,M,24.0,183.0,72.0,Pakistan,PAK,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Mens 4 x 100 metres Relay,NoMedal
22923,Bradford Paul Brad Cooper,M,18.0,160.0,72.0,Australia,AUS,1972 Summer,1972,Summer,Munich,Swimming,Swimming Mens 4 x 200 metres Freestyle Relay,NoMedal
12321,Reinier Jan Cornelis Blom,M,41.0,175.0,70.0,Netherlands,NED,1908 Summer,1908,Summer,London,Gymnastics,Gymnastics Mens Team AllAround,NoMedal
68576,Milenko Leki,M,24.0,170.0,64.0,Yugoslavia,YUG,1960 Summer,1960,Summer,Roma,Gymnastics,Gymnastics Mens Horizontal Bar,NoMedal
86380,Einar Nilsson,M,20.0,190.0,92.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Athletics,Athletics Mens Decathlon,NoMedal
26218,Grietje Gr de Jongh,F,23.0,175.0,70.0,Netherlands,NED,1948 Summer,1948,Summer,London,Athletics,Athletics Womens 200 metres,NoMedal
87636,Ecaterina Oancia Iane,F,30.0,157.0,44.0,Romania,ROU,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Womens Coxed Quadruple Sculls,Gold
40347,JeanFranois Gilles,M,26.0,187.0,80.0,Belgium,BEL,1972 Summer,1972,Summer,Munich,Hockey,Hockey Mens Hockey,NoMedal
108301,Werner Seibold,M,28.0,174.0,78.0,West Germany,FRG,1976 Summer,1976,Summer,Montreal,Shooting,Shooting Mixed SmallBore Rifle Three Positions 50 metres,Bronze
87387,Sulo Nurmela,M,27.0,173.0,65.5,Finland,FIN,1936 Winter,1936,Winter,Garmisch-Partenkirchen,Cross Country Skiing,Cross Country Skiing Mens 4 x 10 kilometres Relay,Gold
118878,Fiona Cynthia Taylor,F,21.0,175.0,70.0,Australia,AUS,1992 Summer,1992,Summer,Barcelona,Sailing,Sailing Womens Windsurfer,NoMedal
52150,Ellen Ingvadttir,F,15.0,180.0,66.0,Iceland,ISL,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Womens 200 metres Individual Medley,NoMedal
7536,Ondej Bank,M,21.0,175.0,85.0,Czech Republic,CZE,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Mens Combined,NoMedal
83312,Alfred James Munnings,M,69.0,175.0,70.0,Great Britain,GBR,1948 Summer,1948,Summer,London,Art Competitions,Art Competitions Mixed Painting Unknown Event,NoMedal
69977,Lin Laijiu,M,20.0,173.0,71.0,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Mens 100 metres Backstroke,NoMedal
18353,Karl Viktor Carlund,M,30.0,175.0,70.0,Sweden,SWE,1936 Summer,1936,Summer,Berlin,Football,Football Mens Football,NoMedal
82191,Paloma Moro LpezMenchero,F,18.0,143.0,44.0,Spain,ESP,2000 Summer,2000,Summer,Sydney,Gymnastics,Gymnastics Womens Team AllAround,NoMedal
46155,Christopher Chris Harris,M,26.0,187.0,89.0,New Zealand,NZL,2012 Summer,2012,Summer,London,Rowing,Rowing Mens Coxless Fours,NoMedal
76657,Faidon Matthaiou,M,28.0,175.0,70.0,Greece,GRE,1952 Summer,1952,Summer,Helsinki,Basketball,Basketball Mens Basketball,NoMedal
52057,Ahmed Imthiyaz,M,28.0,175.0,70.0,Maldives,MDV,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Mens 50 metres Freestyle,NoMedal
18477,Frank Leslie Carr,M,34.0,175.0,70.0,United States,USA,1928 Summer,1928,Summer,Amsterdam,Equestrianism,Equestrianism Mens ThreeDay Event Team,NoMedal
41395,Jozef Gnci,M,26.0,186.0,81.0,Slovakia,SVK,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Mens SmallBore Rifle Three Positions 50 metres,NoMedal
122541,Ruby Tui,F,24.0,177.0,71.0,New Zealand,NZL,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Womens Rugby Sevens,Silver
75971,Yekaterina Mikhaylovna Martynova Sharmina,F,25.0,172.0,59.0,Russia,RUS,2012 Summer,2012,Summer,London,Athletics,Athletics Womens 1500 metres,NoMedal
92460,Andrea Paoutov,F,25.0,173.0,68.0,Czech Republic,CZE,2004 Summer,2004,Summer,Athina,Judo,Judo Womens Middleweight,NoMedal
102971,Florian Georges Philippe Rousseau,M,26.0,182.0,84.0,France,FRA,2000 Summer,2000,Summer,Sydney,Cycling,Cycling Mens Sprint,Silver
15362,Barry Brooker,M,27.0,168.0,56.0,Canada,CAN,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Mens Parallel Bars,NoMedal
119609,Aleksander Johannes Jean Theslf,M,39.0,188.0,95.0,Finland,FIN,1924 Summer,1924,Summer,Paris,Shooting,Shooting Mens RapidFire Pistol 25 metres,NoMedal
75667,Vladimr Martinec,M,30.0,173.0,84.0,Czechoslovakia,TCH,1980 Winter,1980,Winter,Lake Placid,Ice Hockey,Ice Hockey Mens Ice Hockey,NoMedal
70416,Albert Lippmann,M,24.0,175.0,70.0,France,FRA,1900 Summer,1900,Summer,Paris,Tennis,Tennis Mens Singles,NoMedal
98983,Diana Rasimoviit,F,17.0,164.0,52.0,Lithuania,LTU,2002 Winter,2002,Winter,Salt Lake City,Biathlon,Biathlon Womens 75 kilometres Sprint,NoMedal
97261,Ji Prskavec,M,24.0,172.0,75.0,Czech Republic,CZE,1996 Summer,1996,Summer,Atlanta,Canoeing,Canoeing Mens Kayak Singles Slalom,NoMedal
922,Jama Mohamed Aden,M,21.0,180.0,68.0,Somalia,SOM,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Mens 800 metres,NoMedal
66269,Jason Grgory LamyChappuis,M,27.0,178.0,65.0,France,FRA,2014 Winter,2014,Winter,Sochi,Nordic Combined,Nordic Combined Mens Team,NoMedal
115921,Barry Kenneth Stuart,M,34.0,169.0,72.0,Australia,AUS,1968 Summer,1968,Summer,Mexico City,Canoeing,Canoeing Mens Kayak Fours 1000 metres,NoMedal
121502,Cheryl Renee Toussaint Eason,F,19.0,170.0,54.0,United States,USA,1972 Summer,1972,Summer,Munich,Athletics,Athletics Womens 4 x 400 metres Relay,Silver
85335,Romeo Neri,M,33.0,167.0,70.0,Italy,ITA,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Mens Individual AllAround,NoMedal
111657,Anthony Oludewa Jeffrey Tony Skinn,M,29.0,191.0,79.0,Nigeria,NGR,2012 Summer,2012,Summer,London,Basketball,Basketball Mens Basketball,NoMedal
43330,Jrg Grnenfelder,M,24.0,175.0,78.0,Switzerland,SUI,1998 Winter,1998,Winter,Nagano,Alpine Skiing,Alpine Skiing Mens Combined,NoMedal
4462,Michel Ansermet,M,35.0,178.0,72.0,Switzerland,SUI,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Mens RapidFire Pistol 25 metres,Silver
71501,Anastasios Lordos,M,34.0,185.0,70.0,Cyprus,CYP,1984 Summer,1984,Summer,Los Angeles,Shooting,Shooting Mixed Trap,NoMedal
77056,Karin MayrKrifka Knoll,F,33.0,179.0,69.0,Austria,AUT,2004 Summer,2004,Summer,Athina,Athletics,Athletics Womens 200 metres,NoMedal
129835,Johan Herbert Westermark,M,20.0,175.0,70.0,Sans Atout-1,SWE,1912 Summer,1912,Summer,Stockholm,Sailing,Sailing Mixed 8 metres,Silver
73474,John Verner Magnusson,M,29.0,168.0,59.0,Sweden,SWE,1920 Summer,1920,Summer,Antwerpen,Athletics,Athletics Mens CrossCountry Individual,NoMedal
46668,Ivan Zanoni Hausen,M,20.0,175.0,70.0,Brazil,BRA,1948 Summer,1948,Summer,London,Athletics,Athletics Mens 4 x 100 metres Relay,NoMedal
127622,Jan Johannes Anthony Arnoldus Vreede,M,24.0,175.0,70.0,Willem-Six,NED,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,Bronze
89798,Serhiy Osovych,M,22.0,181.0,72.0,Ukraine,UKR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Mens 4 x 100 metres Relay,NoMedal
31637,Gustavo Ehlers Trstel,M,23.0,185.0,75.0,Chile,CHI,1948 Summer,1948,Summer,London,Athletics,Athletics Mens 4 x 400 metres Relay,NoMedal
18669,Jacques Ulysse Cartonnet,M,20.0,168.0,70.0,France,FRA,1932 Summer,1932,Summer,Los Angeles,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
116863,Ladislav vanda,M,28.0,176.0,75.0,Czechoslovakia,TCH,1988 Winter,1988,Winter,Calgary,Cross Country Skiing,Cross Country Skiing Mens 30 kilometres,NoMedal
58355,Gbor Kecskemti,M,24.0,175.0,70.0,Hungary,HUN,1936 Summer,1936,Summer,Berlin,Gymnastics,Gymnastics Mens Horizontal Bar,NoMedal
10330,Ernesto Beren,M,18.0,158.0,55.0,Philippines,PHI,1968 Summer,1968,Summer,Mexico City,Gymnastics,Gymnastics Mens Rings,NoMedal
40514,Graham Chater Gipson,M,24.0,175.0,70.0,Australia,AUS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Mens 200 metres,NoMedal
120074,Victoria Thornley,F,28.0,193.0,76.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Womens Double Sculls,Silver
39616,Stefan Asenov Georgiev,M,24.0,185.0,93.0,Bulgaria,BUL,2002 Winter,2002,Winter,Salt Lake City,Alpine Skiing,Alpine Skiing Mens Giant Slalom,NoMedal
119637,Guy Thibault,M,27.0,171.0,71.0,Canada,CAN,1992 Winter,1992,Winter,Albertville,Speed Skating,Speed Skating Mens 500 metres,NoMedal
10676,Ali Sue Bernard,F,26.0,173.0,72.0,United States,USA,2012 Summer,2012,Summer,London,Wrestling,Wrestling Womens Heavyweight Freestyle,NoMedal
4052,Assaad Andraos,M,27.0,180.0,80.0,Lebanon,LIB,1972 Summer,1972,Summer,Munich,Shooting,Shooting Mixed Trap,NoMedal
32206,Karim Ahmad Rafat ElZoghby,M,39.0,178.0,70.0,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,Equestrianism Mixed Jumping Individual,NoMedal
47626,Joanne Patricia Henke McDougall,F,17.0,175.0,70.0,Australia,AUS,1976 Winter,1976,Winter,Innsbruck,Alpine Skiing,Alpine Skiing Womens Downhill,NoMedal
70545,Yueming Anthony Liu,M,23.0,168.0,60.0,Australia,AUS,1998 Winter,1998,Winter,Nagano,Figure Skating,Figure Skating Mens Singles,NoMedal
124896,Hendrika Alida van Rumt,F,30.0,175.0,70.0,Netherlands,NED,1928 Summer,1928,Summer,Amsterdam,Gymnastics,Gymnastics Womens Team AllAround,Gold
42777,Libania Grenot Martnez Scafetti,F,33.0,175.0,60.0,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 4 x 400 metres Relay,NoMedal
119448,Texier I,M,24.0,175.0,70.0,Quand-Mme-33,FRA,1900 Summer,1900,Summer,Paris,Sailing,Sailing Mixed Open,NoMedal
85219,Dmitry Vladislavovich Nelyubin,M,21.0,177.0,70.0,Unified Team,EUN,1992 Summer,1992,Summer,Barcelona,Cycling,Cycling Mens Team Pursuit 4000 metres,NoMedal
86449,Ning Zetao,M,23.0,191.0,81.0,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Mens 50 metres Freestyle,NoMedal
33606,Ali Ezzine,M,25.0,175.0,57.0,Morocco,MAR,2004 Summer,2004,Summer,Athina,Athletics,Athletics Mens 3000 metres Steeplechase,NoMedal
76296,Kamal Salman Masud,M,21.0,185.0,75.0,Pakistan,PAK,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Mens 100 metres Butterfly,NoMedal
116625,Marina Pavlovna Suprun,F,26.0,182.0,87.0,Soviet Union,URS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Womens Coxed Fours,NoMedal
35721,Shalane Flanagan Edwards,F,35.0,166.0,47.0,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens Marathon,NoMedal
100934,Olle Fredrik Alexander Rinman,M,16.0,175.0,70.0,Aloha II,SWE,1924 Summer,1924,Summer,Paris,Sailing,Sailing Mixed 6 metres,NoMedal
117671,Nugzar Tatalashvili,M,22.0,180.0,73.0,Georgia,GEO,2012 Summer,2012,Summer,London,Judo,Judo Mens Lightweight,NoMedal
113814,Hans Sperre Jr,M,24.0,183.0,76.0,Norway,NOR,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Mens Singles,NoMedal
64129,Trygve Sten Kristoffersen Karp,M,27.0,175.0,70.0,Norway,NOR,1920 Summer,1920,Summer,Antwerpen,Gymnastics,Gymnastics Mens Team AllAround Free System,Silver
37712,Tsuneko Furuta,F,15.0,175.0,70.0,Japan,JPN,1936 Summer,1936,Summer,Berlin,Swimming,Swimming Womens 100 metres Freestyle,NoMedal
42019,Felix Gottwald,M,18.0,179.0,68.0,Austria,AUT,1994 Winter,1994,Winter,Lillehammer,Nordic Combined,Nordic Combined Mens Team,NoMedal
18806,Owen Casey,M,26.0,177.0,75.0,Ireland,IRL,1996 Summer,1996,Summer,Atlanta,Tennis,Tennis Mens Doubles,NoMedal
98597,Ramasamy Subramaniam,M,28.0,183.0,65.0,Malaysia,MAS,1968 Summer,1968,Summer,Mexico City,Athletics,Athletics Mens 1500 metres,NoMedal
45800,Jrgen Steen Lund Hansen,M,25.0,176.0,76.0,Denmark,DEN,1968 Summer,1968,Summer,Mexico City,Canoeing,Canoeing Mens Kayak Fours 1000 metres,NoMedal
58984,Carole Maxine Keyes,F,27.0,165.0,62.0,Canada,CAN,1980 Winter,1980,Winter,Lake Placid,Luge,Luge Womens Singles,NoMedal
5604,Johan Claus Abraham Asker,M,41.0,175.0,70.0,Sweden,SWE,1956 Summer,1956,Summer,Stockholm,Equestrianism,Equestrianism Mens ThreeDay Event Individual,NoMedal
63692,Yury Olegovich Krakovetsky,M,23.0,180.0,130.0,Kyrgyzstan,KGZ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Mens Heavyweight,NoMedal
134939,Miriam Ziegler,F,19.0,154.0,47.0,Austria,AUT,2014 Winter,2014,Winter,Sochi,Figure Skating,Figure Skating Mixed Pairs,NoMedal
133073,Yong Fujun,M,23.0,175.0,74.0,China,CHN,2004 Summer,2004,Summer,Athina,Archery,Archery Mens Individual,NoMedal
34666,Harald Fereberger,M,31.0,167.0,70.0,Evita VI,AUT,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,NoMedal
66622,Louis Octave Lapize,M,20.0,175.0,70.0,France,FRA,1908 Summer,1908,Summer,London,Cycling,Cycling Mens 20 kilometres,NoMedal
77348,Eilish McColgan,F,25.0,176.0,53.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Womens 5000 metres,NoMedal
43130,Nils Ragnar Johannes Grnvall,M,17.0,175.0,70.0,Sweden,SWE,1912 Summer,1912,Summer,Stockholm,Fencing,Fencing Mens Foil Individual,NoMedal
127759,Yevhen Valeriyovych Vynohradov,M,24.0,195.0,105.0,Ukraine,UKR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Mens Hammer Throw,NoMedal
71782,Joseph Jef Lowagie,M,32.0,175.0,70.0,Belgium,BEL,1936 Summer,1936,Summer,Berlin,Cycling,Cycling Mens Road Race Individual,NoMedal
9000,Tom Beeri,M,22.0,187.0,79.0,Israel,ISR,2008 Summer,2008,Summer,Beijing,Swimming,Swimming Mens 200 metres Breaststroke,NoMedal
21104,Alexander Alex Chola,M,24.0,175.0,70.0,Zambia,ZAM,1980 Summer,1980,Summer,Moskva,Football,Football Mens Football,NoMedal
125913,Niko Verakauta,M,21.0,186.0,74.0,Fiji,FIJ,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Mens 400 metres,NoMedal
19348,Sorin Cepoi,M,23.0,174.0,65.0,Romania,ROU,1980 Summer,1980,Summer,Moskva,Gymnastics,Gymnastics Mens Floor Exercise,NoMedal
19755,Chang FengHua,F,20.0,167.0,56.0,Chinese Taipei,TPE,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Womens 4 x 100 metres Relay,NoMedal
48768,Hiroaki Hiraoka,M,23.0,160.0,60.0,Japan,JPN,2008 Summer,2008,Summer,Beijing,Judo,Judo Mens ExtraLightweight,NoMedal
31733,Christoph Eimer,M,23.0,183.0,80.0,Germany,GER,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Mens Hockey,NoMedal
94644,Patrick Picot,M,28.0,177.0,76.0,France,FRA,1980 Summer,1980,Summer,Moskva,Fencing,Fencing Mens epee Team,Gold
81007,Andr F Moillen,M,24.0,175.0,70.0,Switzerland-2,SUI,1928 Winter,1928,Winter,Sankt Moritz,Bobsleigh,Bobsleigh Mens FourFive,NoMedal
24914,Dai Yongjun,F,19.0,174.0,52.0,China,CHN,2004 Summer,2004,Summer,Athina,Rhythmic Gymnastics,Rhythmic Gymnastics Womens Group,NoMedal
102700,Lisa Ross,F,31.0,165.0,66.0,Canada,CAN,2008 Summer,2008,Summer,Beijing,Sailing,Sailing Womens One Person Dinghy,NoMedal
92358,Cristopher Joel Pavn Funes,M,19.0,173.0,95.0,Honduras,HON,2012 Summer,2012,Summer,London,Weightlifting,Weightlifting Mens MiddleHeavyweight,NoMedal
38999,Josef Gassner,M,23.0,171.0,70.0,Liechtenstein,LIE,1968 Winter,1968,Winter,Grenoble,Alpine Skiing,Alpine Skiing Mens Downhill,NoMedal
127154,Yelena Vladimirovna Volchetskaya Tyunenkova,F,19.0,155.0,52.0,Soviet Union,URS,1964 Summer,1964,Summer,Tokyo,Gymnastics,Gymnastics Womens Individual AllAround,NoMedal
115657,Gnther Stranner,M,20.0,175.0,70.0,Austria,AUT,1988 Winter,1988,Winter,Calgary,Ski Jumping,Ski Jumping Mens Large Hill Team,NoMedal
109529,David Dave Shemilt,M,19.0,182.0,75.0,Canada,CAN,1984 Summer,1984,Summer,Los Angeles,Swimming,Swimming Mens 400 metres Freestyle,NoMedal
111829,Austra Skujyt,F,24.0,188.0,82.0,Lithuania,LTU,2004 Summer,2004,Summer,Athina,Athletics,Athletics Womens Heptathlon,Silver
78205,Slim Mehrizi,M,23.0,203.0,86.0,Tunisia,TUN,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Mens Volleyball,NoMedal
81680,Stanley Stan Moore,M,24.0,175.0,70.0,Ireland,IRL,1928 Summer,1928,Summer,Amsterdam,Water Polo,Water Polo Mens Water Polo,NoMedal
62081,John Kokinai,M,25.0,168.0,57.0,Papua New Guinea,PNG,1976 Summer,1976,Summer,Montreal,Athletics,Athletics Mens 5000 metres,NoMedal
117116,Carl Swenson,M,31.0,175.0,69.0,United States,USA,2002 Winter,2002,Winter,Salt Lake City,Cross Country Skiing,Cross Country Skiing Mens 30 kilometres,NoMedal
13012,Alessio Bolognani,M,22.0,181.0,66.0,Italy,ITA,2006 Winter,2006,Winter,Torino,Ski Jumping,Ski Jumping Mens Normal Hill Individual,NoMedal
65246,Kevin Kuske,M,35.0,196.0,116.0,Germany-3,GER,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Mens Four,NoMedal
73916,Aleksandr Petrovich Makritsky,M,38.0,186.0,90.0,Belarus,BLR,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Mens Ice Hockey,NoMedal
79812,Hannah Louise Miley,F,26.0,166.0,53.0,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Womens 4 x 200 metres Freestyle Relay,NoMedal
61476,Karel Knesl,M,22.0,183.0,81.0,Czechoslovakia,TCH,1964 Summer,1964,Summer,Tokyo,Football,Football Mens Football,Silver
57236,Taisto Ilmari Kangasniemi,M,28.0,186.0,105.0,Finland,FIN,1952 Summer,1952,Summer,Helsinki,Wrestling,Wrestling Mens Heavyweight Freestyle,NoMedal
5387,Mykhailo Vasylovych Artiukhov,M,26.0,166.0,53.0,Ukraine,UKR,1998 Winter,1998,Winter,Nagano,Cross Country Skiing,Cross Country Skiing Mens 4 x 10 kilometres Relay,NoMedal
13737,Mirjana Boevska,F,15.0,170.0,59.0,Macedonia,MKD,1996 Summer,1996,Summer,Atlanta,Swimming,Swimming Womens 800 metres Freestyle,NoMedal
